Date,Notes,Notes_clean,Prediction
04/02/2018 17:18:39,Index CON_DM_UW_MOB_STG.PK_W_MOB_USAGE_TYPE_KEY or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.PK_W_MOB_NETWORK_KEY or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.PK_W_MOB_EVENT_DEST_CTRY_KEY or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.PK_W_MOB_COUNTRY_KEY or some [sub]partitions of the index have been marked unusable,index con dm uw mob stg pk w mob usage type key index marked unusable index con dm uw mob stg pk w mob network key index marked unusable index con dm uw mob stg pk w mob event dest ctry key index marked unusable index con dm uw mob stg pk w mob country key index marked unusable,Index Unusable
04/02/2018 06:13:24,Running KSFV I/O slave I601 os pid=75998,running ksfv slave os,KSFV
05/02/2018 20:24:28,"Deleted statistics for columns:.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180131 of table F_MOBILE_USAGE_DLY_AGG_DETAIL.Deleted statistics for columns:.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.of [sub]partition P20180131 of table F_DLY_MOB_USAGE_AGG_SUM",deleted statistics columns index con dm uw mob stg idx w dly agg det usg type index marked unusable index con dm uw mob stg idx w dly agg det prom key index marked unusable sys sys sys stsxptr sys sts sys stse sys sys sys sys sys sys sys stselr sys sys sys sys sys sys sys sys table f mobile usage dly agg detail deleted statistics columns sys sys table f dly mob usage agg sum,MARK
01/02/2018 06:52:11,Time: 01-FEB-2018 06:52:11.Tracing not turned on..Tns error struct:.ns main err code: 12564.01/02/2018 06:52:11.TNS-12564: TNS:connection refused.ns secondary err code: 0.nt main err code: 0.nt secondary err code: 0.nt OS err code: 0.01/02/2018 06:52:11.***********************************************************************,time feb tracing turned tns error struct ns main err code tns tns connection refused ns secondary err code nt main err code nt secondary err code nt os err code,Fatal NI
02/02/2018 15:53:53,Archived Log entry 329739 added for thread 3 sequence 66973 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 04:13:18,Thread 3 advanced to log sequence 31290 (LGWR switch).Current log# 9 seq# 31290 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_9.262.929538711.Current log# 9 seq# 31290 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_9.262.929538727.Archived Log entry 183460 added for thread 3 sequence 31289 ID 0x6d02838d dest 1:,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
03/02/2018 08:07:20,Archived Log entry 330130 added for thread 3 sequence 67052 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 12:28:32,Archived Log entry 329680 added for thread 3 sequence 66955 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
03/02/2018 19:24:56,Archived Log entry 330339 added for thread 3 sequence 67102 ID 0xb052a05f dest 1:.Thread 3 advanced to log sequence 67103 (LGWR switch).Current log# 5 seq# 67103 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Current log# 5 seq# 67103 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,archived log entry added thread sequence id dest thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
06/02/2018 04:21:14,KSFV I/O slave I601 dp=0x831f03b8 exiting,ksfv slave exiting,KSFV
03/02/2018 19:24:54,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
02/02/2018 17:26:05,Reconfiguration complete (total time 8.7 secs),reconfiguration complete total time secs,Reconfiguration
02/02/2018 17:26:03,Fix write in gcs resources.Running KSFV I/O slave I701 os pid=29465.Submitted all GCS remote-cache requests,fix write gcs resources running ksfv slave os submitted gcs remote cache requests,Shadows Cancelled
01/02/2018 18:57:20,Auto-tuning: Shutting down background process GTX1,auto tuning shutting background process,Background Process
01/02/2018 15:23:50,KSFV I/O slave I601 dp=0x8269f208 exiting,ksfv slave exiting,KSFV
02/02/2018 15:29:34,Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_CUST_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_CUST_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_CUST_SERV_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc chnl cust chnl id index marked unusable index con dm uw stg idx w mc chnl cust device id index marked unusable index con dm uw stg idx w mc chnl cust serv id index marked unusable,Index Unusable
02/02/2018 15:29:35,Index CON_DM_UW_STG.PK_W_D_MC_CHNL_CUST or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_SERV_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg pk w mc chnl cust index marked unusable index con dm uw stg idx w mc chnl view chnl id index marked unusable index con dm uw stg idx w mc chnl view device id index marked unusable index con dm uw stg idx w mc chnl view serv id index marked unusable,Index Unusable
02/02/2018 15:29:36,Index CON_DM_UW_STG.PK_W_D_MC_CHNL_VIEW or some [sub]partitions of the index have been marked unusable,index con dm uw stg pk w mc chnl view index marked unusable,Index Unusable
05/02/2018 12:09:33,Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_LCHNL_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc use view chnl id index marked unusable index con dm uw stg idx w mc use view device id index marked unusable index con dm uw stg idx w mc use view lchnl id index marked unusable,Index Unusable
04/02/2018 16:12:46,Current log# 11 seq# 31260 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767.Archived Log entry 183291 added for thread 3 sequence 31259 ID 0x6d02838d dest 1:.Current log# 11 seq# 31260 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781.Thread 3 advanced to log sequence 31260 (LGWR switch),current merlp tp onlinelog group archived log entry added thread sequence id dest current merlp tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
02/02/2018 15:29:31,Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_SERV_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc use cust chnl id index marked unusable index con dm uw stg idx w mc use cust device id index marked unusable index con dm uw stg idx w mc use cust serv id index marked unusable,Index Unusable
02/02/2018 15:29:32,Index CON_DM_UW_STG.PK_W_D_MC_USAGE_CUST or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg pk w mc usage cust index marked unusable index con dm uw stg idx w mc use view chnl id index marked unusable,Index Unusable
02/02/2018 17:26:09,Received detach msg from inst 5 for dom 1,received detach msg inst dom,Timeout
01/02/2018 11:29:52,Current log# 15 seq# 66817 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 66817 (LGWR switch).Current log# 15 seq# 66817 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
01/02/2018 15:16:39,Current log# 5 seq# 66843 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Thread 3 advanced to log sequence 66843 (LGWR switch).Current log# 5 seq# 66843 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
02/02/2018 11:16:22,ALTER SYSTEM ARCHIVE LOG.Thread 3 advanced to log sequence 31064 (LGWR switch).Current log# 11 seq# 31064 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781.Archived Log entry 182101 added for thread 3 sequence 31063 ID 0x6d02838d dest 1:.Current log# 11 seq# 31064 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767,alter system archive log thread advanced log sequence lgwr switch current merlp tp onlinelog group archived log entry added thread sequence id dest current merlp tp onlinelog group,LGWR switch
04/02/2018 00:23:58,Archived Log entry 330432 added for thread 3 sequence 67117 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 20:09:25,"SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180130 of table F_MOBILE_USAGE_DLY_AGG_DETAIL.Deleted statistics for columns:.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.of [sub]partition P20180130 of table F_DLY_MOB_USAGE_AGG_SUM.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSE4DKMJURUE17BX16XNTYPML,.Deleted statistics for columns:.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,",sys stselr sys sys sys sys sys sys sys sys table f mobile usage dly agg detail deleted statistics columns sys sys table f dly mob usage agg sum sys sys deleted statistics columns sys sys sys stsxptr sys sts sys stse sys sys sys sys,Partition
05/02/2018 20:09:26,Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable,index con dm uw mob stg idx w dly agg det usg type index marked unusable index con dm uw mob stg idx w dly agg det prom key index marked unusable,Index Unusable
02/02/2018 12:16:16,Archived Log entry 182109 added for thread 3 sequence 31064 ID 0x6d02838d dest 1:.Thread 3 advanced to log sequence 31065 (LGWR switch).Current log# 12 seq# 31065 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_12.268.929538793.Current log# 12 seq# 31065 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_12.268.929538807,archived log entry added thread sequence id dest thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group,LGWR switch
02/02/2018 12:16:15,Archived Log entry 329668 added for thread 3 sequence 66953 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 12:16:14,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
03/02/2018 15:03:08,Errors in file /dborafiles/admin/diag/rdbms/edw01_tp/edw01t3/trace/edw01t3_ora_85706.trc:.ORA-10173: Dynamic Sampling time-out error,errors file dborafiles admin diag rdbms tp trace ora trc ora dynamic sampling time error,Errors in file
02/02/2018 11:15:41,Running KSFV I/O slave I901 os pid=11517,running ksfv slave os,KSFV
04/02/2018 02:13:46,"Dumping diagnostic data in directory=[cdmp_20180204021346], requested by (instance=2, osid=41997), summary=[abnormal process termination].",dumping diagnostic data requested process,Dumping diagnostic
02/02/2018 12:55:26,Current log# 16 seq# 66958 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819.Current log# 16 seq# 66958 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Thread 3 advanced to log sequence 66958 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
03/02/2018 07:41:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_82082.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
05/02/2018 08:58:09,Thread 3 advanced to log sequence 67319 (LGWR switch).Current log# 5 seq# 67319 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Current log# 5 seq# 67319 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
05/02/2018 11:35:38,Archived Log entry 331393 added for thread 3 sequence 67333 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 17:24:40,"Starting background process GTX1.Auto-tuning: Starting background process GTX1.GTX1 started with pid=703, OS id=66604.01/02/2018 17:26:11.***********************************************************************",starting background process auto tuning starting background process started os,Background Process
05/02/2018 22:22:01,Current log# 16 seq# 67386 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Thread 3 advanced to log sequence 67386 (LGWR switch).Current log# 16 seq# 67386 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
03/02/2018 06:23:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_4399.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
01/02/2018 14:06:07,KSFV I/O slave I801 dp=0x1dcc160770 exiting.KSFV I/O slave I701 dp=0x1dda7b0878 exiting.KSFV I/O slave I901 dp=0x1dbd8dbe30 exiting,ksfv slave exiting ksfv slave exiting ksfv slave exiting,KSFV
05/02/2018 19:02:50,Use ADRCI or Support Workbench to package the incident..See Note 411.1 at My Oracle Support for error and packaging details..Sweep [inc][12210684]: completed.Sweep [inc][12207756]: completed.Sweep [inc][12207748]: completed.Sweep [inc][12207740]: completed.Sweep [inc][12207732]: completed.Sweep [inc2][12207740]: completed.Use ADRCI or Support Workbench to package the incident..See Note 411.1 at My Oracle Support for error and packaging details..Sweep [inc2][12207732]: completed,use adrci support workbench package incident see note oracle support error packaging details sweep completed sweep completed sweep completed sweep completed sweep completed sweep completed use adrci support workbench package incident see note oracle support error packaging details sweep completed,Sweep
02/02/2018 06:12:42,Archived Log entry 329509 added for thread 3 sequence 66914 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 12:02:20,Archived Log entry 329054 added for thread 3 sequence 66819 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 12:09:39,Index CON_DM_UW_STG.IDX_W_D_MC_CHNL_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc chnl view chnl id index marked unusable,Index Unusable
01/02/2018 11:17:31,Current log# 6 seq# 66816 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563.Thread 3 advanced to log sequence 66816 (LGWR switch).Current log# 6 seq# 66816 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
04/02/2018 09:12:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_46983.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
03/02/2018 13:12:57,Current log# 10 seq# 31167 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Archived Log entry 182731 added for thread 3 sequence 31166 ID 0x6d02838d dest 1:.Current log# 10 seq# 31167 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739.Thread 3 advanced to log sequence 31167 (LGWR switch),current merlp tp onlinelog group archived log entry added thread sequence id dest current merlp tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
05/02/2018 15:56:29,"Auto-tuning: Starting background process GTX2.GTX2 started with pid=538, OS id=61795.Starting background process GTX2",auto tuning starting background process started os starting background process,Background Process
03/02/2018 11:50:27,Thread 3 advanced to log sequence 67078 (LGWR switch).Current log# 16 seq# 67078 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819.Current log# 16 seq# 67078 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 15:24:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_19625.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
01/02/2018 06:27:58,Running KSFV I/O slave I601 os pid=67250,running ksfv slave os,KSFV
04/02/2018 09:18:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j001_4138.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
